time,wx,wy,wz,qw,qx,qy,qz,angle_to_exclusion,angle_to_los,angle_to_docking,phase
945.5,0.00127599,0.0214647,-0.000520187,-0.00552404,-0.987079,-0.00976575,0.159841,88.7941,90.446,1.28573,4
946,0.00124053,0.0212734,-0.000315323,-0.0051359,-0.987923,-0.00987262,0.154545,88.7913,90.4066,1.27527,4
946.5,0.00120289,0.021081,-0.000114098,-0.00476475,-0.988732,-0.00992975,0.149293,88.7934,90.37,1.26211,4
947,0.00116324,0.0208877,8.20938e-05,-0.00441077,-0.989506,-0.00993803,0.144083,88.8002,90.3361,1.24596,4
947.5,0.00112178,0.0206935,0.00027203,-0.00407401,-0.990246,-0.00989871,0.138917,88.8118,90.3047,1.22665,4
948,0.00107868,0.0204987,0.000454657,-0.00375449,-0.990953,-0.00981336,0.133794,88.828,90.2759,1.20404,4
948.5,0.00103414,0.0203034,0.000629085,-0.00345213,-0.991628,-0.00968375,0.128717,88.8486,90.2494,1.1781,4
949,0.000988365,0.0201079,0.000794579,-0.00316681,-0.992271,-0.00951192,0.123684,88.8735,90.2253,1.14883,4
949.5,0.00094154,0.0199123,0.000950549,-0.00289834,-0.992883,-0.00930005,0.118696,88.9024,90.2033,1.11628,4
950,0.000893866,0.0197168,0.00109654,-0.00264651,-0.993464,-0.00905048,0.113753,88.9351,90.1833,1.08056,4
950.5,0.000845546,0.0195216,0.00123222,-0.00241105,-0.994016,-0.00876566,0.108856,88.9714,90.1653,1.04179,4
951,0.000796781,0.0193269,0.00135737,-0.00219165,-0.994539,-0.0084481,0.104005,89.011,90.1491,1.00014,4
951.5,0.000747774,0.0191329,0.00147187,-0.001988,-0.995033,-0.00810039,0.0991992,89.0537,90.1346,0.955792,4
952,0.000698728,0.0189397,0.00157568,-0.00179972,-0.995499,-0.00772512,0.0944395,89.0992,90.1217,0.908949,4
952.5,0.000649844,0.0187476,0.00166885,-0.00162643,-0.995938,-0.00732491,0.0897255,89.1473,90.1103,0.859824,4
953,0.000601325,0.0185567,0.00175147,-0.00146771,-0.996351,-0.00690237,0.0850572,89.1976,90.1003,0.808644,4
953.5,0.00055337,0.0183672,0.00182372,-0.00132314,-0.996738,-0.00646005,0.0804345,89.2499,90.0916,0.75564,4
954,0.000506175,0.0181793,0.0018858,-0.00119225,-0.9971,-0.00600049,0.0758571,89.304,90.0841,0.701051,4
954.5,0.000459935,0.017993,0.00193798,-0.00107455,-0.997437,-0.00552617,0.0713249,89.3596,90.0777,0.645116,4
955,0.00041484,0.0178087,0.00198054,-0.000969548,-0.997751,-0.0050395,0.0668376,89.4164,90.0723,0.588077,4
955.5,0.000371073,0.0176263,0.0020138,-0.00087672,-0.998041,-0.00454282,0.0623949,89.4742,90.0678,0.530176,4
956,0.000328817,0.017446,0.0020381,-0.00079552,-0.998308,-0.00403839,0.0579964,89.5327,90.0642,0.47166,4
956.5,0.000288243,0.0172681,0.0020538,-0.000725385,-0.998554,-0.00352839,0.0536417,89.5918,90.0613,0.412781,4
957,0.000249521,0.0170925,0.00206128,-0.000665732,-0.998778,-0.00301492,0.0493303,89.6512,90.0592,0.353808,4
957.5,0.000212809,0.0169193,0.00206092,-0.00061596,-0.998981,-0.00249998,0.0450618,89.7106,90.0576,0.295044,4
958,0.000178261,0.0167488,0.00205313,-0.00057545,-0.999164,-0.00198546,0.0408358,89.77,90.0566,0.236881,4
958.5,0.000146022,0.0165809,0.0020383,-0.000543564,-0.999327,-0.00147319,0.0366515,89.829,90.0561,0.179939,4
959,0.000116225,0.0164157,0.00201684,-0.000519648,-0.999471,-0.00096486,0.0325086,89.8876,90.0559,0.125581,4
959.5,8.89991e-05,0.0162533,0.00198916,-0.000503034,-0.999596,-0.000462101,0.0284064,89.9454,90.0561,0.0782738,4
960,6.44596e-05,0.0160938,0.00195566,-0.000493038,-0.999704,3.3575e-05,0.0243442,90.0025,90.0566,0.0566288,4
960.5,4.27139e-05,0.0159371,0.00191677,-0.000488961,-0.999793,0.000520751,0.0203216,90.0585,90.0572,0.0818559,4
961,2.38586e-05,0.0157834,0.00187287,-0.000490094,-0.999866,0.000998104,0.0163378,90.1134,90.058,0.127419,4
961.5,7.97995e-06,0.0156326,0.00182437,-0.000495714,-0.999922,0.00146441,0.0123921,90.1671,90.0589,0.177163,4
962,-4.84667e-06,0.0154848,0.00177167,-0.00050509,-0.999962,0.00191854,0.00848396,90.2193,90.0597,0.22734,4
962.5,-1.45568e-05,0.01534,0.00171516,-0.000517483,-0.999986,0.00235946,0.00461265,90.2701,90.0605,0.276801,4
963,-2.10969e-05,0.0151982,0.00165521,-0.000532144,-0.999996,0.00278622,0.000777478,90.3192,90.0612,0.325049,4
963.5,-2.44249e-05,0.0150594,0.00159221,-0.000548323,-0.99999,0.00319797,-0.00302224,90.3666,90.0617,0.371809,4
964,-2.45097e-05,0.0149235,0.00152651,-0.000565262,-0.99997,0.00359395,-0.00678719,90.4123,90.062,0.4169,4
964.5,-2.13316e-05,0.0147906,0.00145846,-0.000582203,-0.999937,0.00397347,-0.0105181,90.456,90.0619,0.460189,4
965,-1.48822e-05,0.0146606,0.00138841,-0.000598389,-0.999889,0.00433594,-0.0142156,90.4978,90.0615,0.501573,4
965.5,-5.16412e-06,0.0145335,0.00131669,-0.000613063,-0.999829,0.00468083,-0.0178804,90.5376,90.0606,0.540967,4
966,7.80871e-06,0.0144094,0.0012436,-0.000625471,-0.999756,0.00500771,-0.0215132,90.5753,90.0593,0.578302,4
966.5,2.40114e-05,0.014288,0.00116945,-0.000634866,-0.99967,0.0053162,-0.0251147,90.6108,90.0574,0.613523,4
967,4.34084e-05,0.0141695,0.00109451,-0.000640508,-0.999573,0.00560601,-0.0286856,90.6442,90.0549,0.646585,4
967.5,6.59532e-05,0.0140537,0.00101905,-0.000641666,-0.999463,0.00587691,-0.0322265,90.6755,90.0518,0.67745,4
968,9.1589e-05,0.0139407,0.000943322,-0.00063762,-0.999342,0.00612871,-0.035738,90.7045,90.0479,0.706093,4
968.5,0.000120249,0.0138303,0.000867554,-0.000627666,-0.99921,0.0063613,-0.039221,90.7312,90.0433,0.732497,4
969,0.000151856,0.0137225,0.000791961,-0.000611112,-0.999067,0.00657463,-0.0426759,90.7557,90.0378,0.75665,4
969.5,0.000186323,0.0136174,0.00071674,-0.000587286,-0.998914,0.00676868,-0.0461034,90.7779,90.0315,0.778554,4
970,0.000223555,0.0135148,0.000642071,-0.000555534,-0.99875,0.00694348,-0.0495042,90.7978,90.0242,0.798214,4
970.5,0.000263446,0.0134146,0.00056812,-0.000515226,-0.998576,0.00709912,-0.0528788,90.8155,90.0159,0.815645,4
971,0.000305883,0.0133169,0.000495038,-0.000465753,-0.998392,0.00723569,-0.0562279,90.8308,90.0067,0.830873,4
971.5,0.000350744,0.0132216,0.000422962,-0.000406534,-0.998198,0.00735336,-0.0595521,90.8439,89.9963,0.843928,4
972,0.000397901,0.0131286,0.000352017,-0.000337013,-0.997995,0.00745231,-0.0628519,90.8547,89.9849,0.854852,4
972.5,0.000447214,0.0130379,0.00028232,-0.000256664,-0.997783,0.00753273,-0.0661278,90.8633,89.9723,0.863697,4
973,0.000498542,0.0129494,0.000213977,-0.000164993,-0.997561,0.00759489,-0.0693806,90.8695,89.9585,0.870524,4
973.5,0.000551734,0.0128631,0.000147087,-6.15366e-05,-0.997331,0.00763903,-0.0726106,90.8736,89.9435,0.875405,4
974,0.000606633,0.012779,8.17443e-05,5.41329e-05,-0.997092,0.00766545,-0.0758185,90.8754,89.9272,0.878426,4
974.5,0.000663077,0.012697,1.80391e-05,0.000182409,-0.996845,0.00767446,-0.0790047,90.875,89.9097,0.879686,4
975,0.000720902,0.012617,-4.39415e-05,0.00032365,-0.996589,0.0076664,-0.0821698,90.8725,89.8909,0.879296,4
975.5,0.000779934,0.012539,-0.000104111,0.000478174,-0.996325,0.00764163,-0.0853142,90.8678,89.8707,0.877387,4
976,0.000840001,0.012463,-0.000162384,0.000646262,-0.996052,0.00760052,-0.0884385,90.861,89.8492,0.874107,4
976.5,0.000900925,0.0123889,-0.000218675,0.000828158,-0.995772,0.00754349,-0.0915431,90.8521,89.8264,0.869622,4
977,0.000962524,0.0123166,-0.000272896,0.00102406,-0.995484,0.00747096,-0.0946285,90.8412,89.8022,0.864123,4
977.5,0.00102462,0.0122462,-0.000324959,0.00123414,-0.995188,0.0073834,-0.0976952,90.8282,89.7766,0.857821,4
978,0.00108702,0.0121776,-0.000374774,0.00145852,-0.994885,0.00728127,-0.100744,90.8133,89.7497,0.850954,4
978.5,0.00114955,0.0121107,-0.000422251,0.00169727,-0.994574,0.00716508,-0.103774,90.7964,89.7214,0.843787,4
979,0.00121202,0.0120455,-0.000467298,0.00195044,-0.994255,0.00703537,-0.106787,90.7777,89.6917,0.83661,4
979.5,0.00127424,0.0119819,-0.000509824,0.00221803,-0.993929,0.00689271,-0.109783,90.7572,89.6607,0.829741,4
980,0.00133604,0.0119199,-0.000549738,0.0025,-0.993596,0.00673766,-0.112762,90.7349,89.6283,0.823522,4
980.5,0.00139722,0.0118595,-0.000586951,0.00279628,-0.993256,0.00657087,-0.115725,90.7108,89.5946,0.818318,4
981,0.00145762,0.0118006,-0.000621375,0.00310676,-0.992908,0.00639296,-0.118672,90.6852,89.5596,0.814509,4
981.5,0.00151705,0.0117431,-0.000652929,0.00343127,-0.992553,0.00620461,-0.121604,90.6579,89.5233,0.812482,4
982,0.00157534,0.011687,-0.000681534,0.00376962,-0.992192,0.00600652,-0.12452,90.6291,89.4857,0.812624,4
982.5,0.00163231,0.0116323,-0.000707118,0.0041216,-0.991823,0.00579941,-0.127421,90.599,89.4469,0.815306,4
983,0.00168781,0.0115788,-0.000729617,0.00448693,-0.991448,0.00558404,-0.130308,90.5674,89.4068,0.82087,4
983.5,0.00174167,0.0115266,-0.000748973,0.00486532,-0.991065,0.00536118,-0.133181,90.5346,89.3656,0.829619,4
984,0.00179374,0.0114755,-0.000765139,0.00525644,-0.990676,0.00513162,-0.136039,90.5006,89.3233,0.841797,4
984.5,0.00184385,0.0114256,-0.000778077,0.00565993,-0.99028,0.00489617,-0.138884,90.4655,89.2798,0.857588,4
985,0.00189187,0.0113767,-0.00078776,0.00607538,-0.989878,0.00465567,-0.141716,90.4294,89.2352,0.877106,4
985.5,0.00193766,0.0113288,-0.000794175,0.00650238,-0.989469,0.00441096,-0.144534,90.3924,89.1896,0.900392,4
986,0.00198109,0.0112818,-0.000797317,0.00694048,-0.989053,0.00416289,-0.147339,90.3546,89.1431,0.927423,4
986.5,0.00202203,0.0112357,-0.000797199,0.00738919,-0.988631,0.00391233,-0.150131,90.3161,89.0955,0.958112,4
987,0.00206035,0.0111904,-0.000793843,0.00784801,-0.988202,0.00366014,-0.152911,90.277,89.0471,0.992324,4
987.5,0.00209596,0.0111458,-0.000787288,0.0083164,-0.987767,0.0034072,-0.155679,90.2373,88.9978,1.02988,4
988,0.00212875,0.0111019,-0.000777587,0.00879381,-0.987325,0.00315438,-0.158434,90.1972,88.9477,1.07058,4
988.5,0.00215862,0.0110585,-0.000764805,0.00927966,-0.986878,0.00290252,-0.161177,90.1568,88.8969,1.11419,4
989,0.00218548,0.0110157,-0.000749026,0.00977335,-0.986424,0.00265249,-0.163908,90.1163,88.8454,1.16048,4
989.5,0.00220926,0.0109733,-0.000730346,0.0102743,-0.985964,0.00240513,-0.166627,90.0756,88.7932,1.20919,4
990,0.00222989,0.0109313,-0.000708876,0.0107818,-0.985497,0.00216125,-0.169334,90.0349,88.7404,1.2601,4
990.5,0.0022473,0.0108896,-0.000684746,0.0112952,-0.985025,0.00192166,-0.17203,89.9942,88.6871,1.31296,4
991,0.00226144,0.0108481,-0.000658098,0.0118139,-0.984547,0.00168713,-0.174714,89.9538,88.6332,1.36754,4
991.5,0.00227227,0.0108067,-0.000629091,0.0123371,-0.984063,0.00145841,-0.177386,89.9137,88.579,1.42361,4
992,0.00227975,0.0107655,-0.0005979,0.0128643,-0.983573,0.0012362,-0.180047,89.8739,88.5244,1.48097,4
992.5,0.00228385,0.0107242,-0.000564714,0.0133945,-0.983078,0.00102119,-0.182696,89.8346,88.4695,1.5394,4
993,0.00228456,0.0106829,-0.00052974,0.0139273,-0.982577,0.000813991,-0.185333,89.7959,88.4144,1.59872,4
993.5,0.00228187,0.0106415,-0.000493198,0.0144617,-0.98207,0.000615206,-0.187959,89.7577,88.3591,1.65874,4
994,0.00227577,0.0105998,-0.000455324,0.014997,-0.981558,0.000425365,-0.190573,89.7203,88.3036,1.71929,4
994.5,0.00226628,0.010558,-0.000416371,0.0155326,-0.981041,0.000244948,-0.193176,89.6837,88.2481,1.7802,4
995,0.00225342,0.0105157,-0.000376603,0.0160676,-0.980519,7.43791e-05,-0.195766,89.6479,88.1927,1.84131,4
995.5,0.0022372,0.0104731,-0.000336299,0.0166013,-0.979992,-8.5982e-05,-0.198345,89.613,88.1373,1.90248,4
996,0.00221766,0.0104301,-0.000295752,0.0171329,-0.97946,-0.000235841,-0.200911,89.5791,88.0821,1.96357,4
996.5,0.00219485,0.0103865,-0.000255265,0.0176616,-0.978923,-0.000374973,-0.203466,89.5461,88.0271,2.02444,4
997,0.00216883,0.0103424,-0.000215153,0.0181867,-0.978381,-0.000503226,-0.206008,89.5142,87.9725,2.08496,4
997.5,0.00213963,0.0102976,-0.000175741,0.0187074,-0.977835,-0.000620525,-0.208537,89.4834,87.9182,2.14501,4
998,0.00210735,0.0102522,-0.000137359,0.0192228,-0.977285,-0.000726872,-0.211054,89.4537,87.8644,2.20448,4
998.5,0.00207204,0.010206,-0.000100346,0.0197322,-0.976731,-0.000822351,-0.213559,89.4251,87.8111,2.26325,4
999,0.0020338,0.0101591,-6.50412e-05,0.0202348,-0.976172,-0.00090713,-0.21605,89.3976,87.7584,2.32123,4
999.5,0.00199271,0.0101114,-3.17876e-05,0.0207299,-0.97561,-0.000981458,-0.218529,89.3712,87.7064,2.3783,4
1000,0.00194888,0.0100628,-9.25393e-07,0.0212166,-0.975044,-0.00104567,-0.220994,89.3459,87.6553,2.43438,4
1000.5,0.00190239,0.0100133,2.72095e-05,0.0216942,-0.974474,-0.00110019,-0.223446,89.3217,87.605,2.48936,4
1001,0.00185337,0.00996287,5.22887e-05,0.0221618,-0.973902,-0.00114552,-0.225884,89.2985,87.5556,2.54316,4
1001.5,0.00180192,0.00991148,7.39947e-05,0.0226188,-0.973326,-0.00118225,-0.228308,89.2764,87.5074,2.59568,4
1002,0.00174817,0.00985909,9.2024e-05,0.0230643,-0.972747,-0.00121104,-0.230718,89.2552,87.4602,2.64686,4
1002.5,0.00169224,0.00980566,0.000106091,0.0234977,-0.972165,-0.00123264,-0.233114,89.235,87.4144,2.69659,4
1003,0.00163427,0.00975118,0.000115932,0.0239181,-0.97158,-0.00124788,-0.235495,89.2156,87.3698,2.7448,4
1003.5,0.00157437,0.0096956,0.000121308,0.0243249,-0.970994,-0.00125762,-0.237861,89.197,87.3267,2.79142,4
1004,0.0015127,0.0096389,0.000122007,0.0247172,-0.970405,-0.00126283,-0.240213,89.1792,87.2852,2.83637,4
1004.5,0.00144938,0.00958106,0.00011785,0.0250945,-0.969814,-0.00126451,-0.24255,89.162,87.2453,2.87957,4
1005,0.00138456,0.00952205,0.000108695,0.025456,-0.969221,-0.00126371,-0.244871,89.1453,87.2071,2.92095,4
1005.5,0.00131839,0.00946185,9.44346e-05,0.0258011,-0.968626,-0.00126153,-0.247176,89.1291,87.1708,2.96045,4
1006,0.00125099,0.00940044,7.5004e-05,0.0261291,-0.96803,-0.00125909,-0.249466,89.1134,87.1364,2.99799,4
1006.5,0.00118252,0.00933779,5.03811e-05,0.0264394,-0.967433,-0.00125755,-0.251739,89.0978,87.104,3.03351,4
1007,0.00111312,0.00927389,2.05887e-05,0.0267314,-0.966835,-0.00125806,-0.253996,89.0825,87.0737,3.06695,4
1007.5,0.00104292,0.00920871,-1.4304e-05,0.0270046,-0.966236,-0.00126179,-0.256236,89.0673,87.0457,3.09826,4
1008,0.000972077,0.00914224,-5.41806e-05,0.0272585,-0.965637,-0.00126988,-0.25846,89.0521,87.02,3.12737,4
1008.5,0.000900716,0.00907445,-9.88767e-05,0.0274925,-0.965037,-0.00128347,-0.260666,89.0368,86.9967,3.15423,4
1009,0.000828974,0.00900532,-0.000148181,0.0277062,-0.964437,-0.00130365,-0.262855,89.0213,86.9759,3.17881,4
1009.5,0.000756983,0.00893483,-0.000201833,0.0278992,-0.963836,-0.00133147,-0.265027,89.0056,86.9576,3.20106,4
1010,0.000684871,0.00886296,-0.000259531,0.0280711,-0.963237,-0.00136794,-0.26718,88.9895,86.942,3.22095,4
1010.5,0.000612759,0.0087897,-0.000320925,0.0282217,-0.962637,-0.00141398,-0.269315,88.973,86.929,3.23845,4
1011,0.000540766,0.00871501,-0.000385626,0.0283505,-0.962039,-0.00147045,-0.271432,88.956,86.9188,3.25354,4
1011.5,0.000469005,0.00863889,-0.000453206,0.0284576,-0.961441,-0.00153812,-0.27353,88.9385,86.9115,3.2662,4
1012,0.000397584,0.00856131,-0.000523201,0.0285426,-0.960845,-0.00161766,-0.275609,88.9204,86.9069,3.27643,4
1012.5,0.000326605,0.00848225,-0.000595118,0.0286054,-0.96025,-0.00170964,-0.277668,88.9016,86.9053,3.28424,4
1013,0.000256164,0.0084017,-0.000668436,0.0286461,-0.959656,-0.00181451,-0.279708,88.8822,86.9065,3.28963,4
1013.5,0.00018635,0.00831963,-0.000742609,0.0286645,-0.959064,-0.00193262,-0.281728,88.8621,86.9106,3.29262,4
1014,0.000117247,0.00823603,-0.000817079,0.0286609,-0.958474,-0.00206417,-0.283727,88.8414,86.9177,3.29325,4
1014.5,4.89317e-05,0.00815087,-0.00089127,0.0286352,-0.957887,-0.00220926,-0.285706,88.8199,86.9277,3.29156,4
1015,-1.85251e-05,0.00806415,-0.000964602,0.0285877,-0.957302,-0.00236783,-0.287663,88.7978,86.9406,3.28758,4
1015.5,-8.50592e-05,0.00797585,-0.00103649,0.0285186,-0.95672,-0.00253971,-0.2896,88.7751,86.9563,3.28137,4
1016,-0.000150613,0.00788595,-0.00110636,0.0284282,-0.95614,-0.00272459,-0.291514,88.7517,86.9749,3.27301,4
1016.5,-0.000215135,0.00779444,-0.00117364,0.0283169,-0.955564,-0.00292202,-0.293407,88.7279,86.9962,3.26255,4
1017,-0.000278579,0.00770131,-0.00123778,0.0281851,-0.954991,-0.00313143,-0.295276,88.7035,87.0202,3.25008,4
1017.5,-0.000340908,0.00760656,-0.00129823,0.0280332,-0.954422,-0.00335211,-0.297123,88.6788,87.0469,3.23568,4
1018,-0.000402086,0.00751016,-0.00135449,0.0278617,-0.953856,-0.00358324,-0.298947,88.6538,87.0761,3.21944,4
1018.5,-0.000462086,0.00741213,-0.00140607,0.0276713,-0.953295,-0.00382387,-0.300747,88.6285,87.1078,3.20144,4
1019,-0.000520885,0.00731245,-0.00145252,0.0274625,-0.952737,-0.00407294,-0.302524,88.6032,87.1418,3.1818,4
1019.5,-0.000578465,0.00721112,-0.00149343,0.0272359,-0.952185,-0.0043293,-0.304275,88.5778,87.178,3.16059,4
1020,-0.000634814,0.00710814,-0.00152842,0.0269924,-0.951637,-0.0045917,-0.306002,88.5526,87.2164,3.13793,4
1020.5,-0.000689923,0.00700351,-0.00155717,0.0267326,-0.951094,-0.00485878,-0.307704,88.5277,87.2568,3.1139,4
1021,-0.000743786,0.00689725,-0.00157938,0.0264572,-0.950557,-0.00512915,-0.30938,88.5032,87.299,3.08859,4
1021.5,-0.000796404,0.00678934,-0.00159483,0.0261671,-0.950025,-0.00540132,-0.31103,88.4792,87.3429,3.06211,4
1022,-0.000847778,0.00667981,-0.00160333,0.0258631,-0.949498,-0.00567375,-0.312653,88.4559,87.3884,3.03452,4
1022.5,-0.000897914,0.00656865,-0.00160475,0.0255459,-0.948978,-0.00594488,-0.31425,88.4334,87.4352,3.00591,4
1023,-0.000946821,0.00645589,-0.00159901,0.0252166,-0.948464,-0.00621309,-0.315819,88.4119,87.4834,2.97636,4
1023.5,-0.00099451,0.00634154,-0.00158608,0.0248758,-0.947956,-0.00647678,-0.317361,88.3916,87.5326,2.94592,4
1024,-0.00104099,0.0062256,-0.00156599,0.0245245,-0.947455,-0.00673431,-0.318875,88.3725,87.5827,2.91464,4
1024.5,-0.00108628,0.0061081,-0.00153882,0.0241635,-0.946962,-0.00698407,-0.320361,88.3548,87.6336,2.88258,4
1025,-0.0011304,0.00598905,-0.00150472,0.0237938,-0.946475,-0.00722446,-0.321818,88.3388,87.6852,2.84977,4
1025.5,-0.00117336,0.00586847,-0.00146387,0.023416,-0.945996,-0.00745393,-0.323245,88.3244,87.7371,2.81623,4
1026,-0.00121518,0.00574639,-0.00141651,0.0230311,-0.945525,-0.00767095,-0.324644,88.3118,87.7894,2.78198,4
1026.5,-0.00125589,0.00562281,-0.00136293,0.0226399,-0.945062,-0.00787406,-0.326012,88.3012,87.8418,2.74704,4
1027,-0.00129549,0.00549776,-0.00130347,0.0222431,-0.944607,-0.00806188,-0.32735,88.2927,87.8943,2.71138,4
1027.5,-0.00133402,0.00537127,-0.00123852,0.0218416,-0.94416,-0.0082331,-0.328658,88.2864,87.9465,2.67501,4
1028,-0.0013715,0.00524335,-0.0011685,0.021436,-0.943723,-0.00838649,-0.329935,88.2824,87.9985,2.63792,4
1028.5,-0.00140793,0.00511402,-0.0010939,0.021027,-0.943294,-0.00852094,-0.331181,88.2807,88.0501,2.60007,4
1029,-0.00144336,0.00498331,-0.00101522,0.0206153,-0.942875,-0.00863545,-0.332395,88.2815,88.1012,2.56143,4
1029.5,-0.00147779,0.00485123,-0.000933003,0.0202014,-0.942466,-0.00872912,-0.333578,88.2848,88.1516,2.52199,4
1030,-0.00151125,0.00471781,-0.000847837,0.019786,-0.942066,-0.0088012,-0.334729,88.2907,88.2013,2.4817,4
1030.5,-0.00154376,0.00458307,-0.000760329,0.0193695,-0.941676,-0.00885107,-0.335847,88.2992,88.2502,2.44052,4
1031,-0.00157533,0.00444702,-0.000671112,0.0189524,-0.941296,-0.00887825,-0.336933,88.3104,88.2982,2.39844,4
1031.5,-0.00160599,0.00430968,-0.00058084,0.018535,-0.940927,-0.00888241,-0.337986,88.3242,88.3453,2.35541,4
1032,-0.00163576,0.00417108,-0.000490187,0.0181177,-0.940568,-0.00886337,-0.339006,88.3406,88.3914,2.31141,4
1032.5,-0.00166465,0.00403121,-0.000399836,0.0177007,-0.94022,-0.0088211,-0.339992,88.3598,88.4364,2.26642,4
1033,-0.00169268,0.0038901,-0.00031048,0.0172843,-0.939884,-0.00875575,-0.340945,88.3815,88.4803,2.22041,4
1033.5,-0.00171987,0.00374776,-0.000222813,0.0168686,-0.939558,-0.00866761,-0.341864,88.4058,88.5232,2.17338,4
1034,-0.00174622,0.0036042,-0.000137527,0.0164537,-0.939244,-0.00855714,-0.342749,88.4326,88.565,2.12532,4
1034.5,-0.00177176,0.00345942,-5.53071e-05,0.0160396,-0.938942,-0.00842498,-0.343599,88.4618,88.6058,2.07624,4
1035,-0.0017965,0.00331344,2.31742e-05,0.0156262,-0.938651,-0.00827189,-0.344415,88.4934,88.6456,2.02615,4
1035.5,-0.00182045,0.00316626,9.72631e-05,0.0152135,-0.938372,-0.00809882,-0.345196,88.5272,88.6843,1.97507,4
1036,-0.00184362,0.00301787,0.000166329,0.0148012,-0.938106,-0.00790685,-0.345942,88.5631,88.7222,1.92303,4
1036.5,-0.00186601,0.00286829,0.00022977,0.0143892,-0.937852,-0.00769723,-0.346653,88.6011,88.7593,1.87006,4
1037,-0.00188764,0.00271751,0.000287019,0.0139771,-0.93761,-0.00747132,-0.347328,88.6408,88.7955,1.8162,4
1037.5,-0.00190851,0.00256553,0.000337547,0.0135647,-0.937381,-0.00723064,-0.347967,88.6823,88.8312,1.76151,4
1038,-0.00192863,0.00241234,0.000380868,0.0131514,-0.937164,-0.00697681,-0.348571,88.7253,88.8663,1.70604,4
1038.5,-0.001948,0.00225794,0.000416547,0.0127369,-0.936961,-0.00671157,-0.349138,88.7697,88.9009,1.64984,4
1039,-0.00196661,0.00210232,0.000444201,0.0123208,-0.93677,-0.00643678,-0.349668,88.8153,88.9353,1.59297,4
1039.5,-0.00198447,0.00194547,0.000463503,0.0119024,-0.936593,-0.00615436,-0.350163,88.8618,88.9695,1.5355,4
1040,-0.00200157,0.00178738,0.00047419,0.0114813,-0.936429,-0.00586632,-0.35062,88.9091,89.0036,1.47749,4
1040.5,-0.0020179,0.00162806,0.000476059,0.0110569,-0.936279,-0.00557473,-0.35104,88.9571,89.0379,1.419,4
1041,-0.00203346,0.00146747,0.000468976,0.0106286,-0.936142,-0.0052817,-0.351422,89.0053,89.0725,1.36008,4
1041.5,-0.00204822,0.00130562,0.000452878,0.0101959,-0.936019,-0.0049894,-0.351767,89.0538,89.1075,1.30078,4
1042,-0.00206218,0.00114249,0.00042777,0.00975804,-0.93591,-0.00469997,-0.352074,89.1022,89.1431,1.24116,4
1042.5,-0.00207531,0.000978085,0.000393733,0.00931453,-0.935814,-0.00441558,-0.352342,89.1504,89.1794,1.18125,4
1043,-0.00208759,0.000812385,0.000350918,0.00886477,-0.935733,-0.00413838,-0.352573,89.1981,89.2166,1.12109,4
1043.5,-0.00209898,0.000645386,0.000299552,0.00840818,-0.935667,-0.00387048,-0.352764,89.2451,89.2549,1.0607,4
1044,-0.00210946,0.000477085,0.000239934,0.00794423,-0.935614,-0.00361395,-0.352916,89.2912,89.2944,1.00012,4
1044.5,-0.00211899,0.000307481,0.000172437,0.00747242,-0.935576,-0.00337076,-0.353029,89.3363,89.3352,0.939376,4
1045,-0.00212752,0.000136574,9.75031e-05,0.00699228,-0.935553,-0.00314284,-0.353103,89.3801,89.3775,0.878481,4
1045.5,-0.00213502,-3.56313e-05,1.56438e-05,0.00650339,-0.935545,-0.00293198,-0.353136,89.4225,89.4214,0.817476,4
1046,-0.00214141,-0.000209128,-7.25636e-05,0.00600539,-0.935551,-0.00273989,-0.353129,89.4632,89.467,0.756412,4
1046.5,-0.00214666,-0.000383903,-0.000166479,0.00549799,-0.935573,-0.00256813,-0.353082,89.5022,89.5145,0.69537,4
1047,-0.00215069,-0.000559941,-0.000265405,0.00498096,-0.935609,-0.00241811,-0.352993,89.5393,89.5638,0.634485,4
1047.5,-0.00215344,-0.000737221,-0.00036859,0.00445415,-0.935661,-0.00229109,-0.352864,89.5742,89.6151,0.573974,4
1048,-0.00215484,-0.000915716,-0.000475231,0.00391749,-0.935728,-0.00218816,-0.352693,89.607,89.6684,0.514194,4
1048.5,-0.00215481,-0.0010954,-0.000584486,0.003371,-0.935811,-0.00211023,-0.352481,89.6375,89.7237,0.455734,4
1049,-0.00215327,-0.00127622,-0.000695475,0.00281479,-0.935909,-0.00205801,-0.352226,89.6657,89.7812,0.39957,4
1049.5,-0.00215013,-0.00145815,-0.000807289,0.00224908,-0.936022,-0.00203203,-0.351929,89.6913,89.8407,0.347337,4
1050,-0.00214531,-0.00164114,-0.000918996,0.00167416,-0.936151,-0.00203258,-0.351589,89.7145,89.9023,0.301753,4
1050.5,-0.00213872,-0.00182513,-0.00102965,0.00109047,-0.936295,-0.00205978,-0.351206,89.7351,89.9659,0.267071,4
1051,-0.00213026,-0.00201005,-0.0011383,0.000498506,-0.936455,-0.00211351,-0.35078,89.7532,90.0315,0.248836,4
1051.5,-0.00211983,-0.00219585,-0.00124401,-0.000101102,-0.936631,-0.00219344,-0.350311,89.7686,90.0989,0.251617,4
1052,-0.00210734,-0.00238245,-0.00134583,-0.000707627,-0.936822,-0.00229903,-0.349798,89.7816,90.1681,0.275646,4
1052.5,-0.00209269,-0.00256977,-0.00144286,-0.00132024,-0.937029,-0.00242952,-0.349241,89.792,90.239,0.316854,4
