time,wx,wy,wz,qw,qx,qy,qz,angle_to_exclusion,angle_to_los,angle_to_docking,phase
436,0.00166935,0.0143119,0.003124,0.583234,-0.602851,-0.344159,0.421857,94.4236,6.49682,85.2513,2
436.5,0.00173199,0.0142944,0.00283081,0.584384,-0.604382,-0.341423,0.420296,94.5041,6.59688,85.19,2
437,0.00179345,0.0142769,0.00253497,0.585564,-0.605868,-0.338722,0.418695,94.583,6.68946,85.1376,2
437.5,0.00185371,0.0142595,0.00223719,0.586776,-0.607311,-0.336058,0.417053,94.6604,6.77445,85.0942,2
438,0.0019127,0.0142422,0.00193818,0.588018,-0.608709,-0.333431,0.415369,94.7359,6.85178,85.0597,2
438.5,0.00197039,0.0142252,0.00163867,0.589291,-0.610065,-0.330842,0.413643,94.8095,6.9214,85.0343,2
439,0.00202674,0.0142084,0.00133936,0.590595,-0.611377,-0.32829,0.411875,94.8809,6.98329,85.0178,2
439.5,0.00208172,0.0141919,0.00104097,0.591929,-0.612647,-0.325777,0.410065,94.95,7.03745,85.0102,2
440,0.00213529,0.0141758,0.000744177,0.593293,-0.613874,-0.323302,0.408212,95.0167,7.08391,85.0114,2
440.5,0.00218741,0.01416,0.000449685,0.594687,-0.615061,-0.320865,0.406317,95.0808,7.12272,85.0212,2
441,0.00223806,0.0141447,0.000158166,0.596109,-0.616206,-0.318467,0.40438,95.1422,7.15397,85.0397,2
441.5,0.00228721,0.0141299,-0.000129717,0.597561,-0.617311,-0.316106,0.4024,95.2007,7.17775,85.0667,2
442,0.00233483,0.0141156,-0.000413318,0.599039,-0.618376,-0.313783,0.400378,95.2564,7.1942,85.1019,2
442.5,0.0023809,0.0141018,-0.000692009,0.600545,-0.619403,-0.311497,0.398314,95.309,7.20346,85.1453,2
443,0.00242541,0.0140885,-0.000965183,0.602077,-0.620392,-0.309248,0.39621,95.3585,7.2057,85.1966,2
443.5,0.00246832,0.0140759,-0.00123225,0.603634,-0.621344,-0.307035,0.394064,95.4049,7.20112,85.2556,2
444,0.00250963,0.0140639,-0.00149266,0.605216,-0.62226,-0.304857,0.391879,95.448,7.18993,85.3222,2
444.5,0.00254933,0.0140525,-0.00174586,0.60682,-0.62314,-0.302714,0.389654,95.4878,7.17236,85.3961,2
445,0.00258739,0.0140418,-0.00199136,0.608447,-0.623986,-0.300603,0.38739,95.5243,7.14867,85.477,2
445.5,0.0026238,0.0140317,-0.00222866,0.610095,-0.624799,-0.298526,0.385089,95.5575,7.11914,85.5647,2
446,0.00265857,0.0140223,-0.00245731,0.611762,-0.625579,-0.296479,0.382751,95.5873,7.08404,85.6589,2
446.5,0.00269168,0.0140136,-0.00267691,0.613449,-0.626328,-0.294462,0.380376,95.6138,7.04368,85.7594,2
447,0.00272313,0.0140056,-0.00288705,0.615152,-0.627046,-0.292475,0.377967,95.6369,6.9984,85.8658,2
447.5,0.0027529,0.0139983,-0.00308738,0.616872,-0.627736,-0.290514,0.375524,95.6567,6.94852,85.9779,2
448,0.00278102,0.0139916,-0.00327758,0.618606,-0.628397,-0.288579,0.373049,95.6733,6.8944,86.0953,2
448.5,0.00280746,0.0139856,-0.00345737,0.620354,-0.629031,-0.286669,0.370542,95.6866,6.8364,86.2178,2
449,0.00283223,0.0139803,-0.00362648,0.622114,-0.629639,-0.284782,0.368005,95.6967,6.77491,86.3451,2
449.5,0.00285534,0.0139756,-0.00378469,0.623885,-0.630223,-0.282916,0.36544,95.7037,6.71029,86.4768,2
450,0.00287679,0.0139716,-0.00393184,0.625664,-0.630782,-0.28107,0.362847,95.7077,6.64296,86.6126,2
450.5,0.00289659,0.0139682,-0.00406775,0.627452,-0.631319,-0.279241,0.360228,95.7087,6.57332,86.7521,2
451,0.00291473,0.0139653,-0.00419233,0.629247,-0.631834,-0.27743,0.357585,95.7069,6.50177,86.8952,2
451.5,0.00293123,0.0139631,-0.00430549,0.631046,-0.632329,-0.275632,0.35492,95.7023,6.42873,87.0413,2
452,0.00294609,0.0139614,-0.00440719,0.632849,-0.632804,-0.273848,0.352233,95.6951,6.35462,87.1903,2
452.5,0.00295933,0.0139602,-0.00449741,0.634655,-0.633262,-0.272075,0.349526,95.6854,6.27986,87.3418,2
453,0.00297095,0.0139596,-0.00457617,0.636461,-0.633701,-0.270312,0.346801,95.6733,6.20487,87.4955,2
453.5,0.00298097,0.0139593,-0.00464353,0.638268,-0.634125,-0.268556,0.34406,95.659,6.13006,87.6511,2
454,0.0029894,0.0139596,-0.00469957,0.640072,-0.634534,-0.266807,0.341304,95.6426,6.05585,87.8083,2
454.5,0.00299625,0.0139602,-0.00474441,0.641874,-0.634929,-0.265061,0.338534,95.6241,5.98264,87.9667,2
455,0.00300153,0.0139612,-0.00477818,0.643672,-0.635311,-0.263319,0.335753,95.6039,5.91082,88.1261,2
455.5,0.00300526,0.0139626,-0.00480105,0.645464,-0.635681,-0.261577,0.332962,95.582,5.84078,88.2862,2
456,0.00300745,0.0139642,-0.00481322,0.64725,-0.636039,-0.259835,0.330162,95.5586,5.77289,88.4467,2
456.5,0.00300811,0.0139661,-0.00481492,0.649028,-0.636388,-0.258091,0.327356,95.5339,5.70749,88.6073,2
457,0.00300727,0.0139682,-0.00480638,0.650797,-0.636728,-0.256343,0.324545,95.508,5.64493,88.7678,2
457.5,0.00300493,0.0139705,-0.00478787,0.652556,-0.637059,-0.25459,0.32173,95.481,5.58551,88.928,2
458,0.00300112,0.013973,-0.00475968,0.654304,-0.637384,-0.252829,0.318913,95.4532,5.5295,89.0875,2
458.5,0.00299585,0.0139755,-0.00472212,0.656041,-0.637701,-0.251061,0.316095,95.4247,5.47718,89.2461,2
459,0.00298914,0.0139782,-0.0046755,0.657764,-0.638014,-0.249283,0.313278,95.3957,5.42877,89.4036,2
459.5,0.00298101,0.0139808,-0.00462016,0.659473,-0.638321,-0.247495,0.310464,95.3663,5.38446,89.5598,2
460,0.00297146,0.0139835,-0.00455646,0.661168,-0.638624,-0.245694,0.307653,95.3367,5.34441,89.7145,2
460.5,0.00296053,0.0139861,-0.00448476,0.662847,-0.638924,-0.24388,0.304848,95.3071,5.30877,89.8675,2
461,0.00294823,0.0139886,-0.00440543,0.66451,-0.639222,-0.242051,0.302049,95.2776,5.27761,90.0186,2
461.5,0.00293458,0.013991,-0.00431886,0.666155,-0.639517,-0.240207,0.299258,95.2483,5.251,90.1676,2
462,0.0029196,0.0139932,-0.00422544,0.667783,-0.639811,-0.238346,0.296476,95.2195,5.22897,90.3144,2
462.5,0.0029033,0.0139952,-0.00412557,0.669393,-0.640105,-0.236468,0.293705,95.1912,5.2115,90.4588,2
463,0.00288571,0.013997,-0.00401964,0.670983,-0.640398,-0.234571,0.290944,95.1636,5.19857,90.6007,2
463.5,0.00286684,0.0139985,-0.00390807,0.672553,-0.640692,-0.232655,0.288196,95.1368,5.19009,90.7399,2
464,0.00284673,0.0139997,-0.00379126,0.674104,-0.640987,-0.230719,0.285462,95.111,5.18597,90.8764,2
464.5,0.00282538,0.0140005,-0.00366962,0.675633,-0.641283,-0.228763,0.282742,95.0863,5.1861,91.01,2
465,0.00280282,0.014001,-0.00354355,0.677142,-0.641581,-0.226785,0.280037,95.0628,5.19031,91.1406,2
465.5,0.00277906,0.014001,-0.00341347,0.678629,-0.641882,-0.224786,0.277348,95.0406,5.19847,91.2681,2
466,0.00275414,0.0140006,-0.00327976,0.680094,-0.642185,-0.222764,0.274677,95.0198,5.21037,91.3925,2
466.5,0.00272807,0.0139997,-0.00314284,0.681536,-0.642491,-0.220719,0.272023,95.0006,5.22584,91.5138,2
467,0.00270088,0.0139982,-0.00300308,0.682956,-0.642801,-0.218652,0.269388,94.983,5.24467,91.6317,2
467.5,0.00267258,0.0139962,-0.00286087,0.684353,-0.643114,-0.216561,0.266771,94.9671,5.26666,91.7464,2
468,0.00264321,0.0139936,-0.0027166,0.685727,-0.643431,-0.214447,0.264174,94.9531,5.29159,91.8577,2
468.5,0.00261277,0.0139904,-0.00257063,0.687077,-0.643752,-0.212309,0.261598,94.9408,5.31927,91.9656,2
469,0.00258131,0.0139865,-0.00242333,0.688404,-0.644078,-0.210147,0.259042,94.9305,5.34948,92.0701,2
469.5,0.00254883,0.0139819,-0.00227504,0.689707,-0.644408,-0.207962,0.256506,94.9222,5.38202,92.1713,2
470,0.00251537,0.0139766,-0.00212611,0.690986,-0.644742,-0.205753,0.253992,94.916,5.41669,92.269,2
470.5,0.00248095,0.0139706,-0.00197686,0.69224,-0.645082,-0.20352,0.2515,94.9118,5.45331,92.3632,2
471,0.0024456,0.0139638,-0.00182763,0.693471,-0.645426,-0.201264,0.24903,94.9098,5.49168,92.4541,2
471.5,0.00240934,0.0139562,-0.00167872,0.694678,-0.645775,-0.198984,0.246581,94.91,5.53165,92.5415,2
472,0.00237219,0.0139477,-0.00153041,0.69586,-0.64613,-0.196682,0.244155,94.9123,5.57304,92.6256,2
472.5,0.00233419,0.0139384,-0.00138301,0.697018,-0.646489,-0.194357,0.241751,94.9169,5.6157,92.7064,2
473,0.00229537,0.0139282,-0.00123679,0.698152,-0.646853,-0.192009,0.239369,94.9236,5.6595,92.7838,2
473.5,0.00225574,0.013917,-0.00109199,0.699261,-0.647223,-0.189639,0.237009,94.9327,5.7043,92.8579,2
474,0.00221534,0.013905,-0.000948868,0.700346,-0.647597,-0.187248,0.234672,94.9439,5.74998,92.9287,2
474.5,0.00217419,0.0138919,-0.000807661,0.701407,-0.647977,-0.184836,0.232357,94.9574,5.79644,92.9964,2
475,0.00213233,0.0138779,-0.000668586,0.702444,-0.648361,-0.182404,0.230064,94.973,5.84357,93.0609,2
475.5,0.00208978,0.0138628,-0.000531853,0.703456,-0.64875,-0.179951,0.227793,94.9909,5.89129,93.1223,2
476,0.00204657,0.0138467,-0.000397655,0.704445,-0.649144,-0.177479,0.225543,95.011,5.93951,93.1806,2
476.5,0.00200274,0.0138296,-0.000266176,0.70541,-0.649543,-0.174989,0.223316,95.0332,5.98817,93.2359,2
477,0.00195831,0.0138113,-0.000137583,0.70635,-0.649946,-0.17248,0.221109,95.0575,6.0372,93.2883,2
477.5,0.00191332,0.0137919,-1.20355e-05,0.707267,-0.650354,-0.169955,0.218924,95.0839,6.08654,93.3379,2
478,0.00186779,0.0137714,0.000110324,0.708161,-0.650766,-0.167412,0.216759,95.1123,6.13615,93.3846,2
478.5,0.00182176,0.0137498,0.000229363,0.709031,-0.651183,-0.164854,0.214615,95.1428,6.18598,93.4285,2
479,0.00177526,0.0137269,0.000344963,0.709878,-0.651603,-0.162281,0.212491,95.1752,6.23599,93.4698,2
479.5,0.00172831,0.0137029,0.000457013,0.710701,-0.652027,-0.159693,0.210387,95.2094,6.28615,93.5084,2
480,0.00168096,0.0136776,0.000565419,0.711502,-0.652455,-0.157092,0.208303,95.2455,6.33642,93.5446,2
480.5,0.00163324,0.0136512,0.000670095,0.712279,-0.652887,-0.154478,0.206237,95.2834,6.38679,93.5782,2
481,0.00158517,0.0136234,0.000770966,0.713034,-0.653322,-0.151853,0.20419,95.323,6.43724,93.6094,2
481.5,0.0015368,0.0135944,0.000867969,0.713767,-0.65376,-0.149217,0.202161,95.3643,6.48773,93.6383,2
482,0.00148814,0.0135641,0.00096105,0.714477,-0.654201,-0.146571,0.20015,95.4071,6.53825,93.6649,2
482.5,0.00143925,0.0135326,0.00105017,0.715165,-0.654646,-0.143915,0.198157,95.4515,6.58879,93.6893,2
483,0.00139014,0.0134997,0.00113528,0.715831,-0.655093,-0.141252,0.196181,95.4973,6.63933,93.7115,2
483.5,0.00134085,0.0134655,0.00121637,0.716476,-0.655542,-0.138581,0.194221,95.5444,6.68985,93.7317,2
484,0.00129142,0.01343,0.00129343,0.717099,-0.655994,-0.135904,0.192277,95.5929,6.74034,93.7499,2
484.5,0.00124187,0.0133931,0.00136643,0.717701,-0.656449,-0.133221,0.190349,95.6426,6.79079,93.7662,2
485,0.00119225,0.0133549,0.00143538,0.718282,-0.656905,-0.130534,0.188437,95.6934,6.84118,93.7805,2
485.5,0.00114257,0.0133154,0.0015003,0.718841,-0.657363,-0.127843,0.186539,95.7452,6.89149,93.7931,2
486,0.00109288,0.0132745,0.00156119,0.719381,-0.657823,-0.12515,0.184656,95.7981,6.94171,93.8039,2
486.5,0.00104321,0.0132322,0.00161808,0.7199,-0.658284,-0.122455,0.182787,95.8519,6.99182,93.8131,2
487,0.000993577,0.0131885,0.00167099,0.720399,-0.658747,-0.119759,0.180932,95.9064,7.04181,93.8206,2
487.5,0.000944027,0.0131435,0.00171997,0.720877,-0.659211,-0.117062,0.179089,95.9618,7.09165,93.8265,2
488,0.000894586,0.0130972,0.00176504,0.721337,-0.659676,-0.114367,0.17726,96.0178,7.14133,93.831,2
488.5,0.000845285,0.0130494,0.00180626,0.721776,-0.660142,-0.111674,0.175443,96.0744,7.19082,93.8339,2
489,0.000796154,0.0130003,0.00184368,0.722197,-0.660609,-0.108984,0.173638,96.1315,7.24011,93.8355,2
489.5,0.000747222,0.0129499,0.00187734,0.722599,-0.661076,-0.106297,0.171844,96.189,7.28916,93.8357,2
490,0.000698518,0.0128981,0.00190732,0.722982,-0.661544,-0.103615,0.170062,96.2469,7.33796,93.8347,2
490.5,0.000650071,0.0128449,0.00193367,0.723347,-0.662012,-0.100938,0.168291,96.305,7.38647,93.8324,2
491,0.000601908,0.0127904,0.00195645,0.723693,-0.66248,-0.0982669,0.16653,96.3634,7.43468,93.8289,2
491.5,0.000554058,0.0127346,0.00197575,0.724022,-0.662948,-0.0956033,0.16478,96.4219,7.48255,93.8242,2
492,0.000506547,0.0126775,0.00199162,0.724333,-0.663416,-0.0929475,0.163039,96.4804,7.53005,93.8184,2
492.5,0.000459401,0.012619,0.00200415,0.724627,-0.663884,-0.0903004,0.161308,96.5389,7.57715,93.8116,2
493,0.000412645,0.0125593,0.00201341,0.724903,-0.664351,-0.0876628,0.159586,96.5974,7.62383,93.8037,2
493.5,0.000366304,0.0124983,0.00201947,0.725163,-0.664818,-0.0850354,0.157874,96.6557,7.67004,93.7949,2
494,0.000320403,0.012436,0.00202243,0.725406,-0.665285,-0.0824191,0.156169,96.7137,7.71576,93.7851,2
494.5,0.000274965,0.0123725,0.00202235,0.725633,-0.665751,-0.0798145,0.154474,96.7715,7.76096,93.7744,2
495,0.000230013,0.0123078,0.00201933,0.725844,-0.666216,-0.0772224,0.152786,96.8289,7.8056,93.7628,2
495.5,0.000185568,0.0122419,0.00201344,0.726039,-0.66668,-0.0746435,0.151106,96.8858,7.84964,93.7504,2
496,0.000141652,0.0121748,0.00200478,0.726219,-0.667143,-0.0720786,0.149434,96.9423,7.89306,93.7372,2
496.5,9.82855e-05,0.0121066,0.00199342,0.726384,-0.667605,-0.0695282,0.147769,96.9983,7.93581,93.7232,2
497,5.5488e-05,0.0120372,0.00197944,0.726534,-0.668066,-0.066993,0.146112,97.0537,7.97787,93.7084,2
497.5,1.32786e-05,0.0119667,0.00196294,0.726669,-0.668526,-0.0644737,0.144461,97.1084,8.0192,93.6929,2
498,-2.83244e-05,0.0118952,0.00194399,0.72679,-0.668984,-0.0619709,0.142817,97.1623,8.05977,93.6768,2
498.5,-6.93036e-05,0.0118226,0.00192269,0.726897,-0.669441,-0.0594852,0.14118,97.2156,8.09954,93.6599,2
499,-0.000109642,0.011749,0.00189911,0.72699,-0.669896,-0.0570172,0.139549,97.268,8.13847,93.6425,2
499.5,-0.000149325,0.0116744,0.00187333,0.727069,-0.67035,-0.0545674,0.137924,97.3195,8.17654,93.6244,2
500,-0.000188335,0.0115988,0.00184545,0.727136,-0.670803,-0.0521363,0.136306,97.3702,8.21372,93.6057,2
500.5,-0.00022666,0.0115223,0.00181553,0.727189,-0.671253,-0.0497246,0.134693,97.4199,8.24996,93.5864,2
501,-0.000264285,0.0114449,0.00178366,0.72723,-0.671702,-0.0473326,0.133086,97.4685,8.28525,93.5666,2
501.5,-0.000301197,0.0113666,0.00174992,0.727259,-0.672149,-0.0449609,0.131485,97.5162,8.31954,93.5463,2
502,-0.000337385,0.0112875,0.00171439,0.727276,-0.672595,-0.04261,0.129889,97.5628,8.35281,93.5254,2
502.5,-0.000372837,0.0112075,0.00167715,0.72728,-0.673038,-0.0402802,0.128299,97.6082,8.38503,93.504,2
503,-0.000407542,0.0111269,0.00163826,0.727274,-0.673479,-0.0379721,0.126714,97.6525,8.41617,93.4822,2
503.5,-0.00044149,0.0110454,0.00159781,0.727256,-0.673919,-0.035686,0.125134,97.6956,8.4462,93.4599,2
504,-0.000474673,0.0109633,0.00155587,0.727227,-0.674356,-0.0334222,0.123559,97.7375,8.4751,93.4372,2
504.5,-0.000507082,0.0108805,0.00151252,0.727188,-0.674792,-0.0311813,0.121989,97.7781,8.50284,93.414,2
505,-0.00053871,0.010797,0.00146782,0.727139,-0.675225,-0.0289634,0.120424,97.8174,8.5294,93.3904,2
505.5,-0.000569548,0.0107129,0.00142184,0.727079,-0.675656,-0.026769,0.118864,97.8554,8.55474,93.3664,2
506,-0.000599592,0.0106283,0.00137466,0.72701,-0.676085,-0.0245984,0.117309,97.8921,8.57886,93.342,2
506.5,-0.000628836,0.0105431,0.00132634,0.726931,-0.676512,-0.0224519,0.115758,97.9274,8.60172,93.3172,2
507,-0.000657275,0.0104574,0.00127696,0.726842,-0.676936,-0.0203296,0.114212,97.9613,8.62331,93.2921,2
507.5,-0.000684905,0.0103713,0.00122657,0.726745,-0.677358,-0.018232,0.112671,97.9938,8.64361,93.2666,2
508,-0.000711723,0.0102847,0.00117526,0.72664,-0.677778,-0.0161592,0.111134,98.0249,8.6626,93.2408,2
508.5,-0.000737725,0.0101976,0.00112307,0.726526,-0.678196,-0.0141115,0.109601,98.0545,8.68026,93.2147,2
509,-0.000762911,0.0101102,0.00107008,0.726403,-0.678611,-0.012089,0.108073,98.0827,8.69658,93.1882,2
509.5,-0.000787279,0.0100225,0.00101636,0.726273,-0.679023,-0.010092,0.10655,98.1094,8.71154,93.1614,2
510,-0.000810828,0.00993441,0.000961961,0.726135,-0.679434,-0.00812069,0.10503,98.1345,8.72513,93.1343,2
510.5,-0.000833559,0.00984604,0.000906955,0.72599,-0.679842,-0.00617513,0.103516,98.1582,8.73734,93.1069,2
511,-0.000855473,0.0097574,0.000851404,0.725838,-0.680247,-0.00425551,0.102005,98.1803,8.74815,93.0793,2
511.5,-0.00087657,0.00966852,0.000795372,0.725679,-0.68065,-0.00236196,0.100499,98.2009,8.75755,93.0514,2
512,-0.000896854,0.00957943,0.000738924,0.725513,-0.68105,-0.000494576,0.0989975,98.22,8.76554,93.0232,2
512.5,-0.000916326,0.00949014,0.000682123,0.725342,-0.681448,0.00134654,0.0975001,98.2375,8.77212,92.9947,2
513,-0.000934992,0.00940069,0.000625034,0.725164,-0.681843,0.0031613,0.096007,98.2535,8.77727,92.9661,2
513.5,-0.000952854,0.0093111,0.000567721,0.72498,-0.682236,0.00494965,0.0945184,98.2679,8.78098,92.9371,2
514,-0.000969919,0.00922138,0.000510249,0.72479,-0.682626,0.00671153,0.0930341,98.2807,8.78327,92.908,2
514.5,-0.00098619,0.00913156,0.000452682,0.724595,-0.683014,0.00844692,0.0915543,98.292,8.78412,92.8786,2
515,-0.00100168,0.00904167,0.000395087,0.724396,-0.683399,0.0101558,0.0900789,98.3017,8.78354,92.849,2
515.5,-0.00101638,0.0089517,0.000337528,0.724191,-0.683781,0.0118381,0.088608,98.3099,8.78153,92.8192,2
516,-0.00103032,0.00886169,0.000280073,0.723981,-0.684161,0.013494,0.0871416,98.3165,8.77809,92.7892,2
516.5,-0.00104348,0.00877165,0.000222787,0.723767,-0.684537,0.0151233,0.0856799,98.3216,8.77323,92.759,2
517,-0.0010559,0.00868159,0.000165738,0.723549,-0.684912,0.0167262,0.0842228,98.3251,8.76695,92.7286,2
517.5,-0.00106757,0.00859152,0.000108993,0.723326,-0.685283,0.0183027,0.0827704,98.3272,8.75926,92.698,2
518,-0.0010785,0.00850146,5.26199e-05,0.7231,-0.685652,0.0198529,0.0813229,98.3276,8.75017,92.6673,2
518.5,-0.0010887,0.00841143,-3.31294e-06,0.722871,-0.686018,0.0213767,0.0798804,98.3266,8.73969,92.6364,2
519,-0.00109819,0.00832141,-5.87375e-05,0.722637,-0.686381,0.0228745,0.0784428,98.3241,8.72783,92.6053,2
519.5,-0.00110698,0.00823144,-0.000113585,0.722401,-0.686741,0.0243462,0.0770104,98.3201,8.71462,92.5741,2
520,-0.00111507,0.0081415,-0.000167788,0.722161,-0.687099,0.0257919,0.0755832,98.3147,8.70006,92.5427,2
520.5,-0.00112249,0.00805162,-0.000221277,0.721919,-0.687454,0.0272118,0.0741615,98.3078,8.68418,92.5112,2
521,-0.00112924,0.00796178,-0.000273984,0.721674,-0.687806,0.0286061,0.0727452,98.2995,8.66699,92.4796,2
521.5,-0.00113534,0.00787201,-0.000325841,0.721426,-0.688155,0.0299748,0.0713347,98.2898,8.64852,92.4478,2
522,-0.00114079,0.00778229,-0.000376782,0.721176,-0.688501,0.0313182,0.06993,98.2787,8.62879,92.4159,2
522.5,-0.00114562,0.00769263,-0.000426739,0.720924,-0.688844,0.0326364,0.0685314,98.2663,8.60782,92.3838,2
523,-0.00114984,0.00760304,-0.000475648,0.72067,-0.689185,0.0339297,0.0671389,98.2526,8.58564,92.3517,2
523.5,-0.00115347,0.0075135,-0.000523443,0.720414,-0.689522,0.0351982,0.0657529,98.2376,8.56229,92.3194,2
524,-0.00115651,0.00742403,-0.000570062,0.720156,-0.689857,0.0364422,0.0643734,98.2213,8.53779,92.2871,2
524.5,-0.00115899,0.00733461,-0.000615443,0.719897,-0.690189,0.0376618,0.0630009,98.2039,8.51218,92.2547,2
525,-0.00116092,0.00724525,-0.000659527,0.719637,-0.690517,0.0388573,0.0616353,98.1852,8.48548,92.2221,2
525.5,-0.00116231,0.00715594,-0.000702255,0.719375,-0.690843,0.040029,0.0602771,98.1654,8.45774,92.1895,2
526,-0.00116318,0.00706668,-0.000743573,0.719112,-0.691166,0.0411771,0.0589264,98.1445,8.42898,92.1568,2
526.5,-0.00116356,0.00697746,-0.000783428,0.718848,-0.691486,0.0423018,0.0575836,98.1225,8.39926,92.1241,2
527,-0.00116344,0.00688828,-0.000821769,0.718583,-0.691802,0.0434035,0.0562488,98.0995,8.36861,92.0913,2
527.5,-0.00116286,0.00679913,-0.00085855,0.718318,-0.692116,0.0444824,0.0549224,98.0755,8.33708,92.0584,2
528,-0.00116182,0.00671002,-0.000893727,0.718052,-0.692427,0.0455388,0.0536046,98.0505,8.30469,92.0255,2
528.5,-0.00116034,0.00662092,-0.000927259,0.717785,-0.692734,0.046573,0.0522958,98.0247,8.27151,91.9925,2
529,-0.00115844,0.00653184,-0.000959111,0.717518,-0.693039,0.0475852,0.0509962,97.998,8.23757,91.9595,2
529.5,-0.00115614,0.00644277,-0.000989249,0.717251,-0.69334,0.0485759,0.0497061,97.9705,8.20293,91.9264,2
530,-0.00115345,0.0063537,-0.00101764,0.716983,-0.693639,0.0495453,0.048426,97.9422,8.16762,91.8934,2
530.5,-0.00115038,0.00626463,-0.00104427,0.716716,-0.693934,0.0504936,0.047156,97.9132,8.13171,91.8603,2
531,-0.00114695,0.00617555,-0.00106912,0.716449,-0.694227,0.0514213,0.0458965,97.8836,8.09522,91.8272,2
531.5,-0.00114318,0.00608646,-0.00109216,0.716182,-0.694516,0.0523287,0.0446479,97.8534,8.05823,91.7942,2
532,-0.00113909,0.00599734,-0.00111339,0.715915,-0.694802,0.053216,0.0434105,97.8226,8.02077,91.7611,2
532.5,-0.00113467,0.00590821,-0.00113281,0.715648,-0.695085,0.0540835,0.0421846,97.7912,7.98289,91.728,2
533,-0.00112996,0.00581904,-0.00115041,0.715383,-0.695364,0.0549317,0.0409705,97.7594,7.94466,91.695,2
533.5,-0.00112497,0.00572984,-0.00116619,0.715117,-0.695641,0.0557608,0.0397687,97.7273,7.90611,91.662,2
534,-0.0011197,0.0056406,-0.00118017,0.714852,-0.695915,0.0565711,0.0385793,97.6947,7.8673,91.6291,2
534.5,-0.00111417,0.00555132,-0.00119237,0.714588,-0.696185,0.057363,0.0374029,97.6618,7.82827,91.5961,2
535,-0.0011084,0.005462,-0.00120279,0.714325,-0.696453,0.0581367,0.0362396,97.6287,7.78909,91.5633,2
535.5,-0.00110239,0.00537263,-0.00121148,0.714063,-0.696717,0.0588926,0.0350899,97.5953,7.74979,91.5305,2
536,-0.00109616,0.00528322,-0.00121844,0.713802,-0.696978,0.0596309,0.033954,97.5618,7.71043,91.4978,2
536.5,-0.00108972,0.00519375,-0.00122373,0.713542,-0.697236,0.0603521,0.0328323,97.5282,7.67105,91.4651,2
537,-0.00108308,0.00510425,-0.00122739,0.713283,-0.697491,0.0610562,0.0317251,97.4945,7.6317,91.4326,2
537.5,-0.00107625,0.00501469,-0.00122944,0.713025,-0.697742,0.0617438,0.0306327,97.4607,7.59243,91.4001,2
538,-0.00106924,0.0049251,-0.00122995,0.712769,-0.697991,0.0624149,0.0295554,97.427,7.55327,91.3678,2
538.5,-0.00106205,0.00483546,-0.00122897,0.712514,-0.698236,0.06307,0.0284935,97.3933,7.51428,91.3356,2
539,-0.0010547,0.00474579,-0.00122656,0.712261,-0.698479,0.0637091,0.0274472,97.3597,7.4755,91.3035,2
539.5,-0.00104719,0.00465608,-0.00122277,0.712009,-0.698718,0.0643327,0.0264169,97.3262,7.43696,91.2715,2
540,-0.00103953,0.00456635,-0.00121767,0.711758,-0.698955,0.064941,0.0254027,97.293,7.3987,91.2397,2
540.5,-0.00103173,0.0044766,-0.00121133,0.71151,-0.699188,0.0655341,0.024405,97.2599,7.36076,91.208,2
541,-0.00102378,0.00438684,-0.00120383,0.711263,-0.699418,0.0661123,0.0234239,97.227,7.32318,91.1765,2
541.5,-0.0010157,0.00429707,-0.00119523,0.711018,-0.699645,0.0666758,0.0224597,97.1945,7.28597,91.1451,2
542,-0.00100749,0.00420731,-0.00118562,0.710775,-0.699869,0.0672248,0.0215126,97.1622,7.24919,91.1139,2
542.5,-0.000999148,0.00411757,-0.00117508,0.710534,-0.70009,0.0677595,0.0205827,97.1302,7.21284,91.0829,2
